Date Time,Simulation Number,Maze Number,Win,Died,Hanged,Comments
11/12/22 17:11:19,5,100,92,8,0
11/12/22 17:11:19,6,100,91,9,0
11/12/22 17:11:20,7,100,87,13,0
11/12/22 17:11:20,8,100,86,14,0
11/12/22 17:11:20,9,100,88,12,0
11/12/22 17:11:20,10,100,88,12,0
11/12/22 17:11:21,11,100,86,14,0
11/12/22 17:11:21,12,100,84,16,0
11/12/22 17:11:21,13,100,83,17,0
11/12/22 17:11:22,14,100,91,9,0
11/12/22 17:11:22,15,100,85,15,0
11/12/22 17:11:22,16,100,83,17,0
11/12/22 17:11:23,17,100,93,7,0
11/12/22 17:11:23,18,100,88,12,0
11/12/22 17:11:23,19,100,85,15,0
11/12/22 17:11:23,20,100,91,9,0
11/12/22 17:11:24,21,100,87,13,0
11/12/22 17:11:24,22,100,93,7,0
11/12/22 17:11:24,23,100,85,15,0
11/12/22 17:11:25,24,100,85,15,0
11/12/22 17:11:25,25,100,85,15,0
11/12/22 17:11:25,26,100,88,12,0
11/12/22 17:11:25,27,100,88,12,0
11/12/22 17:11:26,28,100,90,10,0
11/12/22 17:11:26,29,100,84,16,0
11/12/22 17:11:26,30,100,77,23,0
Date Time,Simulation Number,Number of Graphs,Won,Died,Hanged,Comments
Execution Started
11/12/22 17:17:45,1,100,88,12,0
11/12/22 17:17:45,2,100,93,7,0
11/12/22 17:17:45,3,100,87,13,0
11/12/22 17:17:45,4,100,86,14,0
11/12/22 17:17:46,5,100,91,9,0
11/12/22 17:17:46,6,100,88,12,0
11/12/22 17:17:46,7,100,87,13,0
11/12/22 17:17:47,8,100,86,14,0
11/12/22 17:17:47,9,100,83,17,0
11/12/22 17:17:47,10,100,89,11,0
11/12/22 17:17:48,11,100,84,16,0
11/12/22 17:17:48,12,100,85,15,0
11/12/22 17:17:48,13,100,91,9,0
11/12/22 17:17:48,14,100,91,9,0
11/12/22 17:17:49,15,100,91,9,0
11/12/22 17:17:49,16,100,86,14,0
11/12/22 17:17:49,17,100,90,10,0
11/12/22 17:17:49,18,100,83,17,0
11/12/22 17:17:50,19,100,89,11,0
11/12/22 17:17:50,20,100,91,9,0
